"term" "freq"
"layers of" 348
"laying around" 89
"laying down" 242
"laying here" 62
"laying in" 368
"laying on" 221
"laying out" 117
"layout and" 96
"layout for" 58
"layout i" 97
"layout is" 79
"layout of" 71
"lazy and" 171
"lazy day" 119
"lazy i" 83
"lazy sunday" 93
"lazy to" 336
"lb at" 56
"lbs and" 64
"lbs i" 86
"lbs in" 75
"lbs of" 157
"lbs oz" 67
"le sigh" 69
"lead a" 156
"lead and" 151
"lead at" 68
"lead by" 112
"lead for" 59
"lead i" 69
"lead in" 314
"lead is" 53
"lead me" 150
"lead off" 61
"lead on" 92
"lead over" 135
"lead singer" 123
"lead the" 407
"lead to" 1154
"lead us" 128
"lead with" 118
"lead you" 161
"leader and" 114
"leader in" 167
"leader is" 114
"leader of" 291
"leader who" 55
"leaders and" 145
"leaders are" 135
"leaders have" 60
"leaders in" 157
"leaders of" 143
"leaders to" 95
"leaders who" 82
"leadership and" 110
"leadership in" 99
"leadership is" 185
"leadership of" 63
"leading a" 87
"leading the" 289
"leading to" 367
"leading up" 225
"leads me" 146
"leads the" 147
"leads to" 681
"leaf and" 73
"league and" 116
"league baseball" 87
"league game" 52
"league i" 66
"league in" 118
"league is" 81
"league of" 164
"lean on" 113
"leaning towards" 79
"leap day" 217
"leap of" 77
"leap year" 108
"learn a" 350
"learn about" 814
"learn all" 71
"learn and" 299
"learn anything" 61
"learn as" 64
"learn from" 833
"learn how" 1154
"learn i" 94
"learn in" 94
"learn is" 58
"learn it" 119
"learn more" 941
"learn new" 88
"learn of" 57
"learn so" 81
"learn some" 101
"learn something" 288
"learn that" 345
"learn the" 461
"learn this" 74
"learn to" 1359
"learn today" 67
"learn what" 154
"learned a" 479
"learned about" 328
"learned and" 88
"learned at" 62
"learned from" 432
"learned how" 316
"learned i" 68
"learned in" 157
"learned it" 61
"learned more" 60
"learned my" 72
"learned of" 73
"learned on" 53
"learned so" 157
"learned some" 56
"learned something" 119
"learned that" 728
"learned the" 227
"learned this" 100
"learned to" 533
"learned today" 72
"learned what" 58
"learning a" 175
"learning about" 513
"learning and" 311
"learning curve" 72
"learning experience" 118
"learning from" 210
"learning how" 408
"learning i" 86
"learning in" 96
"learning is" 165
"learning more" 229
"learning new" 101
"learning so" 60
"learning that" 129
"learning the" 245
"learning to" 585
"learns that" 53
"learns to" 61
"least a" 731
"least an" 108
"least and" 62
"least another" 54
"least as" 111
"least at" 51
"least be" 74
"least bit" 54
"least but" 52
"least expect" 60
"least favorite" 159
"least five" 76
"least for" 308
"least four" 64
"least get" 86
"least give" 52
"least half" 77
"least have" 97
"least he" 183
"least hours" 126
"least i" 1212
"least i'll" 53
"least i'm" 187
"least if" 61
"least in" 294
"least is" 51
"least it" 329
"least it's" 211
"least its" 69
"least make" 63
"least minutes" 148
"least more" 71
"least my" 141
"least not" 264
"least now" 59
"least of" 228
"least on" 65
"least once" 362
"least one" 976
"least people" 77
"least she" 75
"least some" 166
"least that" 152
"least that's" 152
"least the" 588
"least there" 78
"least they" 218
"least this" 104
"least three" 179
"least times" 124
"least to" 157
"least try" 57
"least twice" 78
"least two" 304
"least until" 94
"least we" 344
"least when" 62
"least years" 113
"least you" 420
"least you're" 66
"least your" 64
"leather and" 58
"leather jacket" 66
"leave a" 1229
"leave all" 53
"leave and" 186
"leave at" 78
"leave behind" 99
"leave but" 89
"leave comments" 93
"leave early" 91
"leave for" 444
"leave her" 171
"leave him" 129
"leave his" 61
"leave home" 62
"leave i" 182
"leave in" 158
"leave it" 816
"leave me" 967
"leave my" 371
"leave now" 54
"leave on" 91
"leave our" 53
"leave out" 112
"leave so" 59
"leave some" 92
"leave that" 152
"leave the" 1473
"leave their" 78
"leave them" 264
"leave this" 202
"leave to" 190
"leave us" 173
"leave when" 54
"leave with" 94
"leave work" 90
"leave you" 634
"leave your" 361
"leaves a" 141
"leaves and" 285
"leaves are" 111
"leaves for" 73
"leaves i" 60
"leaves in" 93
"leaves me" 153
"leaves na" 60
"leaves of" 59
"leaves on" 61
"leaves the" 258
"leaves to" 62
"leaves you" 102
"leaving a" 303
"leaving at" 53
"leaving behind" 61
"leaving for" 324
"leaving her" 72
"leaving i" 69
"leaving in" 75
"leaving it" 96
"leaving me" 169
"leaving my" 157
"leaving on" 51
"leaving the" 817
"leaving them" 68
"leaving this" 62
"leaving to" 64
"leaving us" 67
"leaving work" 69
"leaving you" 93
"leaving your" 59
"lebron is" 102
"lebron james" 238
"lecture on" 85
"led a" 67
"led by" 394
"led me" 205
"led the" 255
"led to" 855
"led us" 61
"led zeppelin" 79
"lee and" 121
"lee is" 55
"left a" 424
"left after" 83
"left alone" 116
"left an" 53
"left and" 649
"left arm" 74
"left as" 59
"left at" 205
"left before" 74
"left behind" 377
"left but" 117
"left by" 117
"left early" 55
"left eye" 65
"left field" 107
"left for" 634
"left from" 73
"left hand" 316
"left handed" 135
"left her" 178
"left him" 117
"left his" 107
"left home" 71
"left i" 395
"left i'm" 54
"left in" 1052
"left is" 244
"left it" 352
"left just" 56
"left knee" 66
"left leg" 65
"left me" 605
"left my" 497
"left na" 110
"left no" 55
"left of" 478
"left off" 182
"left on" 415
"left one" 53
"left or" 63
"left our" 63
"left out" 384
"left over" 409
"left right" 118
"left side" 274
"left so" 99
"left some" 56
"left that" 127
"left the" 1422
"left their" 58
"left them" 111
"left then" 56
"left there" 58
"left this" 125
"left to" 1275
"left until" 121
"left us" 132
"left was" 52
"left we" 75
"left when" 64
"left wing" 124
"left with" 421
"left you" 192
"left your" 69
"leg and" 147
"leg i" 52
"leg is" 70
"leg of" 140
"legacy of" 104
"legal action" 56
"legal and" 107
"legal issues" 65
"legal services" 53
"legal system" 58
"legal to" 54
"legend and" 53
"legend of" 137
"legislation that" 70
"legislation to" 75
"legit i" 51
"legs and" 305
"legs are" 197
"legs i" 85
"legs in" 73
"legs to" 61
"legs were" 59
"lemme get" 54
"lemme know" 232
"lemon and" 140
"lemon curd" 62
"lemon juice" 437
"lemon zest" 117
"lemonade is" 53
"lend a" 66
"length and" 123
"length of" 469
"leonardo da" 63
"leopard print" 77
"les brown" 51
"less a" 89
"less about" 228
"less and" 275
"less but" 57
"less expensive" 105
"less for" 81
"less fortunate" 79
"less i" 181
"less if" 54
"less important" 68
"less in" 94
"less is" 145
"less like" 68
"less likely" 201
"less money" 85
"less na" 66
"less of" 280
"less on" 78
"less so" 91
"less than" 3656
"less the" 113
"less then" 119
"less time" 196
"less to" 136
"less you" 97
"lesser known" 59
"lesson and" 82
"lesson for" 85
"lesson from" 93
"lesson i" 93
"lesson in" 152
"lesson is" 56
"lesson learned" 173
"lesson of" 66
"lesson on" 62
"lesson plans" 61
"lesson that" 52
"lesson to" 93
"lesson with" 62
"lessons and" 128
"lessons for" 81
"lessons from" 98
"lessons i" 82
"lessons in" 69
"lessons learned" 101
"lessons to" 64
"let's all" 216
"let's be" 319
"let's call" 56
"let's catch" 75
"let's celebrate" 65
"let's chat" 97
"let's connect" 70
"let's do" 1005
"let's face" 183
"let's find" 53
"let's get" 1603
"let's give" 69
"let's go" 2999
"let's hang" 95
"let's have" 219
"let's hear" 104
"let's hope" 529
"let's just" 574
"let's keep" 248
"let's look" 58
"let's make" 593
"let's meet" 101
"let's move" 97
"let's not" 356
"let's party" 68
"let's plan" 59
"let's play" 130
"let's put" 75
"let's say" 142
"let's see" 992
"let's set" 53
"let's start" 206
"let's take" 203
"let's talk" 388
"let's try" 160
"let's work" 74
"let a" 304
"let all" 99
"let alone" 466
"let any" 54
"let anyone" 208
"let cool" 191
"let down" 184
"let em" 137
"let everyone" 140
"let go" 1106
"let her" 639
"let him" 878
"let his" 76
"let in" 56
"let it" 2054
"let know" 53
"let loose" 67
"let me" 10926
"let my" 488
"let myself" 100
"let one" 51
"let others" 65
"let our" 126
"let out" 166
"let people" 194
"let sit" 93
"let someone" 104
"let stand" 95
"let that" 309
"let the" 2889
"let their" 83
"let them" 1352
"let there" 62
"let these" 60
"let things" 58
"let this" 332
"let those" 63
"let u" 259
"let up" 61
"let us" 3614
"let ya" 64
"let you" 2543
"let your" 695
"let yourself" 61
"lets all" 53
"lets be" 76
"lets do" 317
"lets get" 676
"lets go" 1276
"lets have" 65
"lets hope" 142
"lets just" 157
"lets keep" 71
"lets make" 182
"lets me" 163
"lets not" 105
"lets see" 336
"lets start" 78
"lets take" 58
"lets talk" 118
"lets the" 56
"lets us" 54
"lets work" 52
"lets you" 215
"letter and" 117
"letter for" 52
"letter from" 213
"letter i" 80
"letter in" 85
"letter is" 72
"letter of" 159
"letter that" 61
"letter to" 400
"letter word" 71
"letters and" 163
"letters are" 67
"letters from" 71
"letters i" 52
"letters in" 92
"letters of" 91
"letters to" 188
"letting go" 275
"letting her" 55
"letting him" 83
"letting it" 99
"letting me" 661
"letting my" 75
"letting the" 199
"letting them" 120
"letting us" 235
"letting you" 179
"letting your" 54
"lettuce and" 75
"lettuce tomato" 56
"level and" 266
"level as" 69
"level but" 69
"level for" 73
"level i" 170
"level in" 142
"level is" 117
"level it" 52
"level mp" 196
"level na" 76
"level of" 1341
"level that" 77
"level the" 129
"level to" 78
"level we" 54
"level with" 83
"levels and" 126
"levels are" 78
"levels i" 64
"levels in" 89
"levels of" 498
"levon helm" 73
"lewis and" 89
"liberty and" 105
"libraries and" 109
"libraries are" 89
"library and" 276
"library at" 62
"library books" 51
"library card" 59
"library for" 114
"library i" 153
"library in" 147
"library is" 198
"library of" 197
"library on" 86
"library or" 51
"library school" 57
"library the" 69
"library this" 57
"library to" 114
"library today" 64
"library will" 53
"library with" 61
"license and" 74
"license plate" 129
"license to" 134
"licensed to" 51
"lick my" 60
"lick the" 66
"lid and" 104
"lid on" 62
"lie about" 116
"lie and" 137
"lie but" 52
"lie down" 128
"lie i" 302
"lie i'm" 59
"lie in" 150
"lie is" 53
"lie it" 71
"lie on" 76
"lie that" 60
"lie the" 69
"lie to" 353
"lie you" 67
"lied about" 64
"lied to" 206
"lieu of" 122
"life's a" 82
"life's too" 78
"life a" 371
"life after" 186
"life again" 70
"life all" 136
"life and" 2954
"life are" 293
"life around" 63
"life as" 674
"life at" 292
"life away" 63
"life back" 117
"life be" 139
"life because" 140
"life before" 77
"life being" 53
"life better" 85
"life but" 679
"life by" 275
"life can" 286
"life changes" 52
"life changing" 268
"life could" 63
"life crisis" 53
"life cycle" 55
"life d" 56
"life do" 74
"life does" 59
"life doesn't" 74
"life don't" 93
"life easier" 96
"life even" 86
"life every" 67
"life expectancy" 73
"life experience" 58
"life for" 682
"life forever" 54
"life from" 158
"life get" 71
"life gets" 86
"life gives" 116
"life go" 52
"life goes" 166
"life good" 89
"life got" 73
"life great" 57
"life had" 78
"life haha" 81
"life happy" 94
"life has" 622
"life have" 120
"life he" 244
"life here" 80
"life hey" 87
"life how" 112
"life i" 2306
"life i'll" 54
"life i'm" 320
"life i've" 99
"life if" 345
"life im" 54
"life in" 1431
"life insurance" 144
"life into" 96
"life is" 5474
"life isn't" 174
"life it" 432
"life it's" 231
"life its" 72
"life itself" 75
"life just" 334
"life last" 54
"life lesson" 58
"life lessons" 61
"life like" 204
"life lol" 197
"life long" 149
"life love" 139
"life make" 52
"life may" 64
"life more" 95
"life my" 291
"life na" 775
"life never" 57
"life no" 205
"life not" 201
"life now" 171
"life of" 1406
"life oh" 96
"life on" 446
"life one" 106
"life only" 51
"life or" 284
"life out" 82
"life over" 54
"life please" 65
"life really" 58
"life right" 270
"life rt" 167
"life seems" 52
"life she" 176
"life should" 65
"life since" 53
"life skills" 59
"life so" 564
"life sometimes" 52
"life story" 113
"life style" 63
"life sucks" 94
"life support" 72
"life than" 137
"life thank" 112
"life thanks" 235
"life that" 810
"life that's" 75
"life the" 761
"life then" 129
"life there" 130
"life these" 51
"life they" 149
"life this" 265
"life threatening" 118
"life through" 65
"life throws" 60
"life time" 127
"life to" 982
"life today" 170
"life together" 79
"life too" 89
"life u" 73
"life was" 480
"life we" 389
"life well" 103
"life were" 61
"life what" 232
"life when" 323
"life where" 140
"life which" 108
"life while" 61
"life who" 110
"life why" 82
"life will" 361
"life with" 695
"life without" 298
"life worth" 56
"life would" 321
"life y" 67
"life yes" 82
"life you" 679
"life you're" 54
"life your" 92
"lifestyle and" 85
"lifetime of" 113
"lift my" 63
"lift the" 133
"lift up" 73
"light a" 150
"light and" 846
"light as" 79
"light at" 146
"light blue" 98
"light brown" 110
"light bulb" 137
"light bulbs" 64
"light but" 75
"light for" 99
"light from" 86
"light hearted" 69
"light i" 215
"light in" 275
"light is" 186
"light it" 136
"light na" 149
"light of" 708
"light on" 343
"light or" 67
"light out" 59
"light rail" 107
"light show" 54
"light skinned" 67
"light so" 73
"light that" 146
"light the" 212
"light to" 224
"light up" 322
"light was" 72
"light weight" 69
"light with" 56
"lighten up" 90
"lighter and" 59
"lighter than" 71
"lighting and" 110
"lighting is" 60
"lightly browned" 55
"lightly floured" 58
"lightly with" 61
"lightning and" 57
"lights and" 218
"lights are" 114
"lights i" 68
"lights in" 108
"lights of" 60
"lights off" 74
"lights on" 203
"lights out" 146
"lights the" 63
"lights up" 91
"like a" 21864
"like about" 320
"like after" 73
"like all" 683
"like almost" 52
"like always" 215
"like am" 98
"like an" 2296
"like and" 919
"like another" 144
"like any" 343
"like anyone" 79
"like anything" 93
"like are" 106
"like as" 157
"like asking" 56
"like at" 237
"like bacon" 54
"like bad" 54
"like because" 61
"like beer" 70
"like before" 81
"like being" 695
"like best" 120
"like better" 87
"like big" 113
"like both" 68
"like but" 380
"like button" 131
"like can" 80
"like candy" 55
"like cheese" 74
"like chicken" 58
"like chocolate" 84
"like christmas" 136
"like coffee" 51
"like come" 54
"like crazy" 591
"like crying" 75
"like d" 59
"like dat" 77
"like days" 115
"like dd" 54
"like degrees" 65
"like do" 96
"like doing" 223
"like don't" 73
"like drinking" 64
"like each" 59
"like eating" 119
"like em" 85
"like every" 366
"like everybody" 87
"like everyday" 53
"like everyone" 387
"like everything" 199
"like facebook" 87
"like family" 64
"like fish" 58
"like five" 60
"like food" 96
"like for" 467
"like forever" 133
"like free" 79
"like friday" 60
"like from" 84
"like fun" 318
"like get" 59
"like getting" 246
"like giving" 87
"like go" 62
"like going" 327
"like good" 134
"like great" 76
"like half" 86
"like have" 65
"like having" 332
"like he" 1122
"like he's" 292
"like hearing" 52
"like heaven" 82
"like her" 643
"like here" 64
"like hey" 104
"like high" 51
"like him" 796
"like his" 370
"like home" 153
"like hot" 77
"like hours" 213
"like how" 896
"like i" 6539
"like i'd" 79
"like i'll" 214
"like i'm" 1816
"like i've" 380
"like ice" 54
"like if" 554
"like im" 349
"like in" 903
"like is" 375
"like it" 6869
"like it's" 973
"like its" 685
"like jagger" 82
"like john" 72
"like just" 231
"like justin" 97
"like last" 247
"like life" 60
"like like" 116
"like listening" 71
"like little" 117
"like living" 76
"like lol" 155
"like looking" 51
"like love" 97
"like making" 125
"like many" 283
"like maybe" 90
"like me" 2389
"like men" 70
"like min" 62
"like minded" 136
"like mine" 171
"like mins" 63
"like minutes" 213
"like money" 62
"like months" 122
"like more" 253
"like most" 412
"like mr" 58
"like much" 85
"like music" 71
"like my" 2526
"like myself" 179
"like na" 311
"like never" 80
"like new" 161
"like no" 614
"like nobody" 122
"like not" 182
"like nothing" 198
"like now" 286
"like o" 78
"like of" 156
"like oh" 215
"like old" 170
"like omg" 125
"like on" 328
"like one" 622
"like only" 67
"like or" 351
"like other" 161
"like our" 614
"like people" 298
"like playing" 114
"like please" 52
"like putting" 60
"like rain" 69
"like reading" 105
"like real" 110
"like really" 266
"like riding" 64
"like right" 189
"like rt" 92
"like running" 68
"like s" 106
"like say" 51
"like saying" 174
"like school" 60
"like seeing" 137
"like seriously" 164
"like she" 606
"like she's" 143
"like so" 489
"like some" 651
"like somebody" 56
"like someone" 426
"like something" 448
"like spring" 102
"like such" 205
"like summer" 122
"like super" 58
"like taking" 126
"like talking" 119
"like thanks" 122
"like that" 6732
"like that's" 140
"like the" 12274
"like their" 313
"like them" 886
"like then" 61
"like there" 369
"like there's" 197
"like these" 490
"like they" 1531
"like they're" 252
"like things" 122
"like this" 5725
"like those" 310
"like three" 92
"like time" 56
"like times" 184
"like to" 12760
"like today" 343
"like tonight" 54
"like too" 104
"like trying" 113
"like twitter" 129
"like two" 203
"like u" 550
"like ur" 163
"like us" 752
"like using" 74
"like waiting" 52
"like walking" 81
"like was" 61
"like watching" 263
"like water" 92
"like we" 1230
"like we'll" 52
"like we're" 214
"like we've" 61
"like wearing" 51
"like weeks" 118
"like well" 91
"like what" 941
"like when" 703
"like where" 146
"like white" 56
"like who" 201
"like whoa" 57
"like why" 168
"like will" 64
"like wine" 53
"like winter" 57
"like with" 211
"like work" 72
"like working" 88
"like wow" 63
"like writing" 80
"like y" 64
"like yeah" 93
"like years" 241
"like yes" 52
"like yesterday" 138
"like you" 4634
"like you're" 521
"like you've" 148
"like your" 1680
"like yours" 116
"liked and" 67
"liked her" 76
"liked him" 85
"liked how" 61
"liked it" 1132
"liked me" 72
"liked my" 129
"liked that" 202
"liked the" 1022
"liked them" 105
"liked this" 113
"liked to" 250
"liked what" 54
"liked you" 95
"liked your" 122
"likelihood of" 91
"likely a" 81
"likely be" 214
"likely have" 69
"likely not" 79
"likely that" 157
"likely the" 86
"likely to" 1603
"likely will" 75
"likes a" 107
"likes and" 101
"likes her" 54
"likes it" 230
"likes me" 134
"likes my" 66
"likes of" 283
"likes on" 105
"likes the" 177
"likes them" 57
"likes to" 713
"likes you" 180
"liking it" 130
"liking my" 57
"liking the" 221
"liking this" 80
"lil b" 73
"lil bit" 184
"lil bro" 172
"lil brother" 69
"lil girl" 77
"lil mama" 66
"lil sis" 122
"lil sister" 53
"lil wayne" 313
"lime and" 67
"lime green" 83
"lime juice" 199
"limit and" 55
"limit for" 68
"limit i" 63
"limit is" 60
"limit of" 69
"limit on" 135
"limit the" 111
"limit to" 100
"limited and" 69
"limited by" 62
"limited edition" 209
"limited in" 68
"limited number" 51
"limited time" 223
"limited to" 374
"limits and" 59
"limits of" 146
"limits on" 73
"limits to" 55
"lin is" 57
"lincoln center" 51
"lincoln park" 85
"lindsay lohan" 102
"line a" 156
"line and" 558
"line as" 60
"line at" 400
"line between" 223
"line but" 102
"line by" 67
"line for" 498
"line from" 207
"line i" 384
"line i'm" 52
"line if" 93
"line in" 336
"line is" 463
"line it" 74
"line just" 54
"line my" 56
"line na" 126
"line of" 1017
"line on" 160
"line or" 83
"line so" 91
"line that" 143
"line the" 293
"line this" 70
"line to" 410
"line up" 695
"line was" 149
"line we" 76
"line when" 81
"line will" 59
"line with" 303
"line you" 103
"lined baking" 53
"lined up" 389
"lined with" 146
"lines and" 272
"lines are" 115
"lines at" 52
"lines but" 53
"lines for" 89
"lines from" 70
"lines i" 93
"lines in" 119
"lines of" 386
"lines on" 86
"lines that" 82
"lines the" 63
"lines to" 91
"lineup for" 74
"lineup is" 73
"lineup of" 58
"lining the" 53
"lining up" 103
"link above" 53
"link and" 182
"link back" 140
"link below" 105
"link between" 122
"link for" 226
"link from" 54
"link i" 196
"link in" 213
"link is" 159
"link it" 109
"link na" 55
"link on" 207
"link that" 76
"link the" 76
"link to" 1548
"link up" 374
"link when" 70
"link with" 69
"link you" 91
"link your" 84
"linked in" 77
"linked to" 428
"linked up" 57
"linkin park" 70
"linking to" 85
"linking up" 93
"links and" 110
"links are" 68
"links below" 53
"links for" 66
"links i" 60
"links in" 80
"links on" 90
"links to" 559
"lion king" 199
"lions and" 69
"lip balm" 80
"lip gloss" 88
"lips and" 112
"lips are" 91
"lips i" 55
"liquid pearls" 57
"lisa and" 64
"list a" 74
"list all" 51
"list and" 431
"list as" 97
"list at" 97
"list but" 195
"list for" 524
"list goes" 124
"list i" 445
"list i'm" 55
"list if" 90
"list in" 129
"list is" 387
"list it" 75
"list it's" 52
"list just" 54
"list my" 54
"list na" 184
"list now" 61
"list of" 2676
"list on" 106
"list or" 63
"list so" 117
"list thanks" 75
"list that" 118
"list the" 210
"list this" 123
"list to" 186
"list today" 62
"list too" 53
"list was" 77
"list we" 68
"list what" 60
"list will" 56
"list with" 100
"list you" 91
"listed above" 51
"listed as" 189
"listed below" 72
"listed in" 147
"listed on" 172
"listen and" 209
"listen at" 52
"listen for" 122
"listen i" 108
"listen in" 117
"listen on" 52
"listen the" 51
"listen to" 5309
"listen up" 80
"listened to" 1207
"listenin to" 114
"listening and" 106
"listening i" 68
"listening in" 68
"listening to" 7281
"listens to" 163
"lists and" 75
"lists of" 111
"lit up" 158
"literally a" 58
"literally and" 60
"literally have" 63
"literally i" 72
"literally just" 188
"literally the" 137
"literary history" 61
"literature and" 105
"literature is" 55
"littered with" 73
"little a" 53
"little about" 213
"little after" 77
"little and" 356
"little as" 179
"little at" 102
"little baby" 176
"little behind" 59
"little better" 310
"little big" 57
"little bird" 66
"little bit" 2876
"little bits" 73
"little blog" 86
"little blue" 53
"little book" 78
"little boy" 532
"little boys" 142
"little break" 95
"little bro" 73
"little brother" 353
"little brown" 60
"little but" 170
"little by" 87
"little children" 62
"little closer" 70
"little corner" 60
"little cousin" 78
"little crazy" 114
"little did" 142
"little different" 192
"little disappointed" 82
"little dog" 55
"little dress" 60
"little early" 96
"little easier" 81
"little extra" 154
"little family" 102
"little for" 90
"little fun" 89
"little further" 65
"little gift" 54
"little girl" 1073
"little green" 68
"little guy" 373
"little guys" 68
"little hands" 57
"little hard" 59
"little heart" 78
"little help" 130
"little house" 102
"little i" 347
"little in" 217
"little is" 65
"little italy" 130
"little kids" 266
"little known" 125
"little lady" 63
"little late" 283
"little later" 87
"little league" 116
"little less" 269
"little liars" 118
"little like" 161
"little longer" 173
"little love" 80
"little man" 269
"little mermaid" 59
"little miss" 142
"little money" 68
"little more" 1604
"little na" 79
"little nervous" 152
"little of" 334
"little off" 85
"little old" 121
"little on" 192
"little one" 437
"little ones" 371
"little or" 144
"little out" 74
"little over" 301
"little people" 142
"little person" 52
"little piece" 106
"little pieces" 74
"little project" 62
"little red" 151
"little research" 52
"little rock" 88
"little room" 55
"little sad" 113
"little secret" 82
"little shopping" 52
"little sister" 315
"little sleep" 68
"little slow" 64
"little so" 62
"little something" 237
"little that" 74
"little the" 86
"little thing" 268
"little things" 563
"little this" 51
"little time" 538
"little tired" 54
"little to" 528
"little too" 672
"little town" 88
"little under" 52
"little voice" 59
"little water" 93
"little we" 73
"little weird" 67
"little when" 98
"little while" 516
"little white" 121
"little with" 69
"little work" 70
"little world" 59
"little worried" 73
"little yellow" 57
"little you" 59
"live a" 410
"live action" 75
"live and" 631
"live as" 158
"live at" 649
"live band" 69
"live but" 104
"live by" 353
"live chat" 137
"live every" 53
"live feed" 74
"live for" 428
"live forever" 140
"live from" 292
"live here" 298
"live i" 271
"live in" 4787
"live is" 130
"live it" 419
"live jazz" 67
"live life" 286
"live like" 154
"live long" 78
"live longer" 60
"live love" 60
"live music" 668
"live my" 210
"live na" 109
"live near" 90
"live next" 57
"live now" 115
"live nyc" 58
"live off" 54
"live on" 1105
"live once" 162
"live online" 86
"live or" 75
"live our" 76
"live out" 120
"live performance" 85
"live performances" 60
"live right" 123
"live show" 172
"live shows" 65
"live so" 120
"live stream" 144
"live streaming" 90
"live that" 99
"live the" 407
"live their" 59
"live there" 264
"live this" 129
"live through" 67
"live to" 327
"live today" 79
"live together" 71
"live tonight" 112
"live tv" 68
"live tweet" 177
"live tweeting" 378
"live tweets" 99
"live under" 54
"live up" 259
"live updates" 136
"live video" 58
"live w" 52
"live we" 60
"live with" 941
"live within" 55
"live without" 414
"live you" 91
"live your" 287
"lived a" 101
"lived and" 95
"lived for" 55
"lived here" 135
"lived in" 1169
"lived on" 120
"lived there" 164
"lived through" 57
"lived to" 54
"lived up" 85
"lived with" 138
"lives a" 87
"lives and" 480
"lives are" 158
"lives as" 86
"lives at" 86
"lives but" 95
"lives for" 123
"lives have" 58
"lives i" 177
"lives in" 974
"lives is" 61
"lives na" 124
"lives of" 534
"lives on" 222
"lives so" 65
"lives that" 93
"lives the" 116
"lives there" 82
"lives they" 74
"lives to" 156
"lives up" 68
"lives we" 130
"lives with" 169
"living a" 196
"living and" 266
"living as" 74
"living at" 98
"living by" 79
"living for" 113
"living here" 116
"living i" 79
"living in" 2088
"living is" 115
"living it" 116
"living life" 165
"living my" 91
"living na" 53
"living off" 53
"living on" 220
"living or" 51
"living out" 110
"living room" 1159
"living social" 53
"living space" 53
"living that" 58
"living the" 316
"living there" 99
"living under" 70
"living up" 88
"living with" 317
"living your" 76
"ll be" 55
"lmao and" 78
"lmao at" 83
"lmao but" 57
"lmao i" 927
"lmao i'm" 154
"lmao if" 60
"lmao im" 55
"lmao it" 64
"lmao it's" 63
"lmao just" 59
"lmao my" 109
"lmao na" 66
"lmao no" 76
"lmao oh" 88
"lmao rt" 200
"lmao so" 61
"lmao thank" 52
"lmao thanks" 88
"lmao that" 104
"lmao that's" 80
"lmao the" 111
"lmao this" 97
"lmao u" 69
"lmao we" 67
"lmao what" 88
"lmao yeah" 58
"lmao yes" 62
"lmao you" 197
"lmfao i" 288
"lmfao i'm" 51
"lmfao rt" 60
"lo and" 114
"load and" 51
"load of" 386
"load the" 85
"load up" 79
"loaded up" 69
"loaded with" 211
"loads of" 556
"loaf of" 104
"loaf pan" 77
"loans and" 67
"loans to" 56
"lobby of" 55
"local and" 203
"local artist" 54
"local artists" 99
"local band" 53
"local bands" 70
"local business" 95
"local businesses" 128
"local community" 102
"local economy" 66
"local food" 100
"local government" 128
"local governments" 78
"local library" 98
"local media" 55
"local music" 100
"local news" 156
"local paper" 53
"local people" 63
"local police" 64
"local radio" 71
"local school" 55
"locally owned" 56
"locals and" 56
"located at" 214
"located in" 475
"located on" 164
"location and" 175
"location for" 148
"location i" 58
"location in" 150
"location is" 108
"location of" 193
"location on" 51
"location to" 75
"locations and" 64
"locations in" 95
"lock and" 69
"lock down" 64
"lock in" 69
"lock it" 62
"lock the" 68
"lock up" 76
"locked in" 218
"locked out" 103
"locked up" 226
"locker room" 285
"log cabin" 57
"log in" 192
"log into" 67
"log off" 54
"log on" 121
"logged in" 97
"logic and" 66
"logic of" 57
"logo and" 79
"logo for" 55
"logo is" 78
"logo on" 93
"lol a" 364
"lol about" 52
"lol after" 64
"lol ah" 68
"lol all" 191
"lol alright" 53
"lol also" 51
"lol always" 55
"lol and" 869
"lol any" 67
"lol are" 221
"lol as" 118
"lol at" 386
"lol aw" 70
"lol awesome" 67
"lol aww" 57
"lol back" 77
"lol be" 58
"lol because" 62
"lol best" 68
"lol but" 908
"lol can" 174
"lol can't" 147
"lol cant" 51
"lol cause" 62
"lol check" 80
"lol come" 127
"lol congrats" 106
"lol cool" 72
"lol d" 200
"lol did" 208
"lol do" 239
"lol does" 75
"lol don't" 304
"lol dont" 58
"lol dude" 74
"lol even" 57
"lol every" 53
"lol everyone" 73
"lol finally" 52
"lol first" 66
"lol follow" 134
"lol for" 182
"lol get" 129
"lol getting" 77
"lol girl" 56
"lol glad" 96
"lol go" 127
"lol going" 101
"lol good" 569
"lol got" 117
"lol gotta" 85
"lol great" 209
"lol ha" 92
"lol had" 108
"lol haha" 237
"lol hahaha" 82
"lol happy" 372
"lol has" 60
"lol have" 242
"lol he" 321
"lol he's" 75
"lol hello" 60
"lol hey" 375
"lol hi" 124
"lol hope" 179
"lol how" 543
"lol i" 7982
"lol i'd" 87
"lol i'll" 208
"lol i'm" 1434
"lol i've" 185
"lol idk" 120
"lol if" 558
"lol ill" 62
"lol im" 486
"lol in" 244
"lol is" 449
"lol it" 641
"lol it's" 731
"lol its" 400
"lol j" 52
"lol jk" 329
"lol just" 846
"lol keep" 58
"lol last" 67
"lol let" 99
"lol let's" 72
"lol like" 126
"lol listening" 53
"lol lmao" 67
"lol lol" 364
"lol looking" 100
"lol looks" 62
