"term" "freq"
"is the one who" 98
"is the only one" 125
"is the only place" 61
"is the only thing" 164
"is the only way" 186
"is the opposite of" 55
"is the place to" 146
"is the point of" 74
"is the real deal" 60
"is the result of" 84
"is the same as" 139
"is the start of" 59
"is the story of" 102
"is the time to" 157
"is the type of" 57
"is the way to" 136
"is there a way" 138
"is there any way" 77
"is this real life" 54
"is to be a" 76
"is to create a" 54
"is to have a" 61
"is too short to" 92
"is trying to get" 82
"is up and running" 70
"is up to you" 72
"is very important to" 60
"is way better than" 55
"is well with you" 158
"is what happens when" 113
"is what i am" 55
"is what i came" 58
"is what i do" 56
"is what i have" 68
"is what it is" 248
"is what you get" 54
"is what you make" 56
"is where it's at" 82
"is why i am" 70
"is why i don't" 56
"is why i love" 105
"is working on a" 60
"is wrong with me" 90
"is wrong with you" 75
"is yet to come" 64
"is you biggest fan" 56
"isn't going to be" 67
"it's a beautiful day" 258
"it's a good day" 89
"it's a good idea" 59
"it's a good one" 55
"it's a good thing" 181
"it's a great day" 145
"it's a great way" 64
"it's a lot of" 96
"it's all about the" 184
"it's almost time for" 53
"it's amazing how much" 54
"it's available in your" 69
"it's been a good" 68
"it's been a great" 80
"it's been a long" 272
"it's been a while" 307
"it's been awhile since" 52
"it's been so long" 77
"it's been too long" 126
"it's going to be" 1421
"it's going to get" 52
"it's going to take" 79
"it's gonna be a" 318
"it's good to be" 116
"it's good to see" 60
"it's great to be" 64
"it's great to see" 57
"it's hard not to" 68
"it's hard to believe" 105
"it's hard to find" 60
"it's hard to get" 68
"it's just that i" 54
"it's kind of a" 53
"it's like to be" 61
"it's my birthday today" 72
"it's never too late" 108
"it's nice to have" 74
"it's nice to see" 66
"it's not going to" 114
"it's not like i" 76
"it's not my fault" 54
"it's not that i" 72
"it's not the same" 55
"it's not too late" 121
"it's not what you" 61
"it's one of my" 107
"it's one of the" 178
"it's one of those" 142
"it's one thing to" 58
"it's really hard to" 59
"it's safe to say" 81
"it's so easy to" 55
"it's so hard to" 98
"it's so nice to" 53
"it's supposed to be" 133
"it's that time of" 102
"it's the end of" 58
"it's the first time" 55
"it's the last day" 58
"it's the little things" 68
"it's the only way" 60
"it's time for a" 145
"it's time for me" 76
"it's time for the" 90
"it's time to get" 169
"it's time to go" 86
"it's time to start" 82
"it's up to you" 71
"it a great day" 86
"it all over again" 87
"it all the time" 225
"it all the way" 95
"it and it was" 54
"it any other way" 77
"it appears to be" 51
"it as much as" 138
"it as soon as" 70
"it at the end" 51
"it at the time" 59
"it back to the" 91
"it bad that i" 69
"it breaks my heart" 58
"it but i think" 58
"it but it was" 52
"it can't wait to" 73
"it can also be" 52
"it can be a" 144
"it can be done" 64
"it can be used" 61
"it comes down to" 108
"it comes to my" 55
"it comes to the" 167
"it could be a" 126
"it could be the" 58
"it could be worse" 65
"it could have been" 133
"it depends on the" 75
"it does not matter" 61
"it doesn't have to" 87
"it doesn't matter how" 66
"it doesn't matter if" 73
"it doesn't matter what" 82
"it doesn't seem to" 52
"it ended up being" 54
"it feels good to" 171
"it feels like a" 95
"it feels like to" 66
"it feels so good" 111
"it for a while" 90
"it for the first" 73
"it going to be" 72
"it had been a" 69
"it had to be" 167
"it has been a" 495
"it has been so" 55
"it has nothing to" 70
"it has to be" 302
"it has to do" 80
"it have a great" 54
"it have to be" 65
"it i'm going to" 89
"it i can't wait" 71
"it i don't know" 90
"it i don't think" 53
"it i don't want" 52
"it i feel like" 64
"it i have a" 94
"it i have to" 68
"it i love it" 66
"it i love you" 96
"it i need to" 75
"it i think i" 84
"it i want to" 105
"it i wish i" 82
"it if you are" 54
"it if you don't" 53
"it if you have" 52
"it if you want" 81
"it in the end" 71
"it in the fridge" 51
"it in the morning" 58
"it is a beautiful" 84
"it is a bit" 70
"it is a good" 163
"it is a great" 212
"it is a little" 100
"it is a very" 143
"it is all about" 78
"it is also a" 78
"it is also the" 54
"it is amazing how" 64
"it is best to" 67
"it is better to" 128
"it is clear that" 84
"it is difficult to" 111
"it is easier to" 75
"it is easy to" 173
"it is for the" 56
"it is going to" 370
"it is good to" 91
"it is hard to" 238
"it is important that" 61
"it is important to" 270
"it is impossible to" 101
"it is in the" 135
"it is just a" 93
"it is kind of" 61
"it is like a" 51
"it is necessary to" 57
"it is nice to" 70
"it is not a" 225
"it is not just" 60
"it is not the" 157
"it is one of" 236
"it is only a" 77
"it is possible to" 120
"it is said that" 69
"it is so easy" 51
"it is so hard" 56
"it is so much" 64
"it is still a" 55
"it is such a" 137
"it is supposed to" 52
"it is the best" 97
"it is the first" 69
"it is the most" 70
"it is the only" 120
"it is the same" 68
"it is time for" 145
"it is time to" 307
"it is to be" 142
"it is true that" 67
"it is up to" 76
"it is what it" 202
"it it is a" 52
"it it was a" 90
"it just makes me" 60
"it just me or" 359
"it let me know" 106
"it like it is" 77
"it looked like a" 55
"it looking forward to" 78
"it looks like a" 195
"it looks like i" 93
"it looks like it" 92
"it looks like the" 119
"it made me feel" 60
"it made me think" 61
"it makes me feel" 215
"it makes me happy" 63
"it makes me sad" 95
"it makes me so" 59
"it makes me think" 66
"it makes me want" 92
"it makes you feel" 80
"it may be a" 84
"it may be that" 51
"it may be the" 54
"it may have been" 73
"it may not be" 123
"it me or does" 52
"it me or is" 58
"it means a lot" 119
"it means to be" 72
"it might be a" 147
"it might be the" 68
"it might be time" 52
"it might have been" 83
"it might not be" 73
"it must be a" 55
"it must have been" 105
"it na na na" 234
"it needs to be" 201
"it occurred to me" 80
"it one of the" 68
"it or not i" 68
"it out if you" 52
"it out in the" 63
"it out of my" 68
"it out of the" 211
"it out on the" 62
"it out to the" 63
"it over and over" 86
"it rains it pours" 72
"it really is a" 75
"it reminded me of" 124
"it reminds me of" 194
"it seems as if" 53
"it seems like a" 96
"it seems like the" 66
"it seems that the" 73
"it seems to be" 189
"it seems to me" 141
"it should be a" 158
"it should have been" 69
"it so hard to" 92
"it sounds like a" 113
"it take to get" 53
"it takes a lot" 89
"it takes to get" 68
"it thank you for" 139
"it thank you so" 54
"it thanks for following" 53
"it thanks for the" 433
"it thanks so much" 61
"it to be a" 109
"it to me i" 61
"it to the next" 54
"it to the top" 54
"it took me a" 177
"it took so long" 62
"it turned out i" 52
"it turned out that" 56
"it turned out to" 113
"it turns out i" 56
"it turns out that" 160
"it up a bit" 81
"it up in the" 65
"it up on the" 76
"it up to you" 53
"it used to be" 236
"it was a beautiful" 119
"it was a big" 85
"it was a bit" 157
"it was a blast" 122
"it was a fun" 131
"it was a good" 538
"it was a great" 654
"it was a huge" 74
"it was a joke" 75
"it was a little" 156
"it was a long" 113
"it was a lot" 162
"it was a lovely" 72
"it was a nice" 119
"it was a perfect" 53
"it was a pleasure" 141
"it was a pretty" 80
"it was a really" 97
"it was a very" 226
"it was a wonderful" 90
"it was all about" 57
"it was an amazing" 62
"it was an honor" 62
"it was as if" 61
"it was easy to" 64
"it was fun to" 113
"it was going to" 305
"it was good to" 128
"it was great meeting" 121
"it was great seeing" 95
"it was great to" 400
"it was hard to" 145
"it was in a" 53
"it was in the" 151
"it was just a" 277
"it was just me" 52
"it was just the" 75
"it was kind of" 111
"it was like a" 103
"it was like to" 58
"it was meant to" 72
"it was more than" 58
"it was my first" 124
"it was nice meeting" 51
"it was nice to" 252
"it was not a" 76
"it was on the" 66
"it was one of" 310
"it was only a" 107
"it was pretty good" 74
"it was quite a" 55
"it was really good" 100
"it was so fun" 69
"it was so good" 146
"it was so great" 74
"it was so much" 142
"it was so nice" 115
"it was still a" 65
"it was such a" 231
"it was supposed to" 122
"it was the best" 161
"it was the first" 218
"it was the most" 76
"it was the only" 69
"it was the perfect" 72
"it was the right" 51
"it was the same" 56
"it was time for" 156
"it was time to" 392
"it was too late" 74
"it was worth it" 136
"it was worth the" 57
"it weird that i" 86
"it when i get" 72
"it when i was" 77
"it when that happens" 51
"it will be a" 529
"it will be an" 59
"it will be fun" 55
"it will be good" 56
"it will be great" 72
"it will be in" 66
"it will be interesting" 100
"it will be my" 60
"it will be so" 53
"it will be the" 170
"it will be worth" 62
"it will have to" 57
"it will make you" 59
"it will never be" 53
"it will not be" 92
"it will take a" 55
"it won't let me" 74
"it works just cause" 52
"it would be a" 608
"it would be amazing" 61
"it would be an" 58
"it would be awesome" 101
"it would be better" 77
"it would be cool" 70
"it would be easier" 53
"it would be fun" 166
"it would be good" 73
"it would be great" 188
"it would be hard" 57
"it would be interesting" 64
"it would be like" 133
"it would be nice" 196
"it would be so" 127
"it would be the" 138
"it would be to" 108
"it would have been" 394
"it would have to" 95
"it would make a" 60
"it would make me" 57
"it would make my" 175
"it would mean a" 54
"it would mean alot" 54
"it would mean so" 98
"it would mean the" 198
"it would not be" 74
"its a beautiful day" 65
"its been a long" 78
"its been a while" 95
"its going to be" 317
"its gonna be a" 135
"its time to get" 52
"jack in the box" 69
"johann wolfgang von goethe" 57
"join in the fun" 72
"join us at the" 78
"join us for a" 136
"join us for our" 83
"join us for the" 110
"join us tonight for" 68
"journey limited time offer" 65
"judge a book by" 55
"just a bit of" 51
"just a bunch of" 65
"just a couple of" 134
"just a few days" 92
"just a few hours" 74
"just a few minutes" 90
"just a few more" 122
"just a few of" 87
"just a few weeks" 64
"just a heads up" 63
"just a little bit" 227
"just a matter of" 128
"just around the corner" 227
"just as bad as" 51
"just as important as" 53
"just as long as" 77
"just as much as" 128
"just asked me if" 51
"just came back from" 86
"just can't seem to" 65
"just don't get it" 92
"just don't have the" 67
"just don't know what" 55
"just don't want to" 91
"just finished a mi" 274
"just for the record" 52
"just for watching tv" 178
"just found out about" 55
"just found out i" 66
"just found out my" 61
"just found out that" 172
"just goes to show" 59
"just going to be" 52
"just got a new" 76
"just got an email" 72
"just got back from" 486
"just got done with" 80
"just got home from" 243
"just got off the" 121
"just got off work" 61
"just got out of" 168
"just had a great" 119
"just had the best" 68
"just happens to be" 53
"just have to be" 65
"just have to do" 52
"just have to get" 71
"just have to make" 56
"just have to wait" 71
"just in case i" 65
"just in case you" 135
"just in time for" 322
"just in time to" 143
"just keeps getting better" 58
"just let me know" 312
"just let us know" 53
"just look at the" 54
"just made my day" 176
"just made my night" 51
"just make sure you" 67
"just me or does" 106
"just me or is" 111
"just met you and" 121
"just need to be" 61
"just need to find" 51
"just need to get" 114
"just not the same" 63
"just one of the" 84
"just one of those" 151
"just realized that i" 65
"just saw a guy" 72
"just saw your tweet" 53
"just sent you a" 74
"just sent you an" 85
"just signed up for" 127
"just so i can" 112
"just so you know" 162
"just somebody that i" 87
"just the right amount" 62
"just the two of" 58
"just the way i" 60
"just the way you" 66
"just thinking about it" 94
"just to make sure" 69
"just to name a" 55
"just to see if" 54
"just told me i" 66
"just told me that" 62
"just trying to get" 125
"just trying to make" 54
"just waiting for the" 63
"just want to be" 187
"just want to get" 84
"just want to go" 126
"just want to know" 59
"just want to make" 79
"just want to say" 126
"just want to see" 73
"just want you to" 109
"just wanted to let" 117
"just wanted to make" 61
"just wanted to say" 329
"just wanted to share" 53
"just wanted to tell" 57
"just wanted you to" 51
"just went to the" 53
"just what i need" 51
"just what i needed" 91
"just when i thought" 93
"just when you think" 79
"just woke up and" 51
"just woke up from" 129
"keep an eye on" 212
"keep an eye out" 302
"keep in mind that" 154
"keep in touch with" 59
"keep it up i" 59
"keep me posted on" 58
"keep my eyes open" 75
"keep that in mind" 87
"keep up the good" 584
"keep up the great" 305
"keep up with the" 133
"keep you posted on" 52
"keep your eyes open" 56
"keep your eyes peeled" 56
"keep your head up" 166
"keeping an eye on" 51
"keeping my fingers crossed" 55
"keeping up with the" 84
"kimberly and sasha can" 66
"kind of hard to" 55
"kind of like a" 60
"kind of like the" 51
"kind of want to" 71
"knew i had to" 110
"knew i wanted to" 53
"knew it was a" 52
"knew it would be" 70
"know a lot of" 134
"know about you but" 174
"know how i can" 76
"know how i feel" 92
"know how it goes" 170
"know how it is" 110
"know how much i" 131
"know how much you" 65
"know how to do" 133
"know how to get" 101
"know how to make" 124
"know how to spell" 51
"know how to use" 125
"know how we can" 58
"know how you feel" 111
"know i'm going to" 58
"know i have a" 97
"know i have been" 56
"know i know i" 78
"know i love you" 97
"know i need to" 74
"know if i can" 207
"know if i should" 67
"know if there is" 77
"know if we can" 152
"know if you are" 101
"know if you can" 67
"know if you ever" 62
"know if you have" 255
"know if you need" 306
"know if you want" 140
"know it was a" 58
"know it will be" 67
"know of a good" 54
"know of any good" 53
"know so i can" 51
"know that i am" 153
"know that i have" 99
"know that i will" 60
"know that it is" 62
"know that there are" 89
"know that there is" 56
"know that we are" 59
"know that you are" 120
"know that you can" 58
"know the answer to" 60
"know the difference between" 69
"know this is a" 51
"know what's going on" 97
"know what i'm doing" 82
"know what i'm talking" 71
"know what i am" 66
"know what i mean" 280
"know what i want" 106
"know what i was" 60
"know what i would" 73
"know what it's like" 63
"know what it is" 284
"know what it means" 56
"know what it was" 57
"know what kind of" 85
"know what that is" 71
"know what that means" 258
"know what they are" 80
"know what they say" 72
"know what to do" 572
"know what to expect" 82
"know what to say" 165
"know what you are" 96
"know what you mean" 173
"know what you think" 526
"know what you want" 63
"know where i can" 95
"know where to find" 61
"know where to start" 86
"know who i am" 101
"know who they are" 56
"know who you are" 262
"know why but i" 55
"know you want to" 93
"l o v e" 69
"la la la la" 134
"last but not least" 161
"last couple of days" 87
"last couple of weeks" 87
"last couple of years" 72
"last day of classes" 58
"last day of school" 159
"last day of the" 120
"last night and i" 83
"last night at the" 187
"last night i had" 91
"last night i was" 133
"last night it was" 188
"last night thank you" 59
"last night thanks for" 81
"last night thanks to" 62
"last night that i" 53
"last night was a" 71
"last night we had" 62
"last time i checked" 94
"last time i saw" 86
"last time i was" 113
"last week i was" 75
"last year i was" 69
"last year it was" 58
"late to the party" 73
"later in the day" 101
"later in the week" 79
"later in the year" 56
"law tip of the" 85
"leading up to the" 85
"learn how to use" 64
"learn more about the" 124
"learned a lot about" 58
"least once a week" 73
"leave a comment and" 74
"leave a comment below" 59
"leave a comment on" 132
"leave it at that" 57
"leave me a comment" 148
"leave you with a" 69
"left side of the" 74
"less than a month" 94
"less than a week" 132
"less than a year" 64
"less than an hour" 122
"less than two weeks" 62
"let's do it again" 62
"let's just say that" 69
"let's make it happen" 96
"let anyone tell you" 51
"let go of the" 113
"let it be known" 66
"let me get this" 57
"let me just say" 88
"let me know and" 128
"let me know how" 361
"let me know i" 188
"let me know if" 1294
"let me know na" 55
"let me know so" 78
"let me know that" 55
"let me know the" 70
"let me know what" 564
"let me know when" 528
"let me know where" 61
"let me know your" 74
"let me show you" 52
"let me tell you" 369
"let the games begin" 52
"let them know that" 65
"let us help you" 57
"let us know how" 192
"let us know if" 669
"let us know we" 52
"let us know what" 359
"let us know when" 144
"let us know your" 68
"let you know how" 106
"let you know i" 70
"let you know if" 124
"let you know that" 151
"let you know what" 65
"let you know when" 228
"level mp cost damage" 62
"level mp cost duration" 102
"life is full of" 75
"life is like a" 104
"life is too short" 136
"life thanks for the" 71
"life to the fullest" 114
"light at the end" 96
"light up my world" 83
"like a bunch of" 56
"like a good day" 52
"like a good idea" 113
"like a good time" 66
"like a lot of" 205
"like a year old" 68
"like i'm going to" 94
"like i have a" 82
"like i have to" 79
"like i need to" 104
"like i said i" 70
"like i used to" 64
"like it's going to" 97
"like it or not" 104
"like it was a" 65
"like it will be" 69
"like one of the" 54
"like one of those" 75
"like the fact that" 69
"like the idea of" 176
"like the rest of" 120
"like the sound of" 77
"like the way you" 86
"like this na na" 51
"like to be a" 110
"like to be in" 58
"like to go to" 51
"like to have a" 107
"like to know what" 55
"like to say that" 51
"like to see a" 81
"like to see more" 62
"like to see the" 79
"like to share with" 61
"like to talk to" 52
"like to thank all" 63
"like to think of" 65
"like to think that" 90
"like us on facebook" 179
"limited time offer contact" 65
"list of things to" 81
"listening to the new" 57
"little bit of a" 91
"little did i know" 81
"little more than a" 66
"little to do with" 51
"live in a world" 86
"live life to the" 62
"live up to the" 65
"lol i don't know" 70
"lol i have a" 62
"lol i know i" 56
"lol i love you" 86
"lol i need to" 66
"lol i think i" 52
"lol i want to" 60
"lol i wish i" 60
"lol thank you for" 100
"lol thanks for following" 51
"lol thanks for the" 293
"long as i can" 116
"long as they are" 53
"long as you don't" 69
"long day at work" 69
"long have you been" 79
"long time no see" 104
"long time no talk" 100
"long time since i" 74
"long way to go" 135
"look at all the" 79
"look at me now" 58
"look at some of" 53
"look forward to having" 55
"look forward to hearing" 144
"look forward to it" 137
"look forward to meeting" 110
"look forward to reading" 133
"look forward to seeing" 488
"look forward to sharing" 57
"look forward to the" 202
"look forward to working" 79
"look forward to your" 266
"look in the mirror" 129
"look no further than" 55
"look on his face" 65
"look out for the" 54
"looked at me and" 75
"looking for a few" 54
"looking for a good" 133
"looking for a great" 94
"looking for a job" 125
"looking for a new" 190
"looking for a place" 74
"looking for someone to" 57
"looking for something to" 99
"looking forward to a" 485
"looking forward to an" 66
"looking forward to another" 72
"looking forward to being" 92
"looking forward to catching" 53
"looking forward to checking" 54
"looking forward to connecting" 87
"looking forward to getting" 148
"looking forward to going" 63
"looking forward to having" 131
"looking forward to hearing" 235
"looking forward to it" 875
"looking forward to learning" 81
"looking forward to meeting" 245
"looking forward to more" 97
"looking forward to my" 140
"looking forward to next" 96
"looking forward to our" 130
"looking forward to playing" 56
"looking forward to reading" 190
"looking forward to see" 55
"looking forward to seeing" 909
"looking forward to sharing" 70
"looking forward to some" 121
"looking forward to that" 90
"looking forward to the" 1090
"looking forward to this" 242
"looking forward to tomorrow" 57
"looking forward to tonight's" 51
"looking forward to watching" 64
"looking forward to working" 141
"looking forward to your" 479
"looks a lot like" 57
"looks like a great" 116
"looks like i'll be" 89
"looks like i have" 51
"looks like it's going" 55
"looks like it will" 57
"lord of the rings" 123
"lost a lot of" 52
"lot of fun and" 56
"lot of people are" 68
"lot of time to" 59
"lot of work to" 90
"lots and lots of" 221
"love and miss you" 83
"love at first sight" 77
"love being able to" 63
"love for you to" 137
"love hate relationship with" 60
"love her so much" 87
"love him so much" 97
"love is like a" 77
"love it i love" 73
"love it if you" 105
"love it so much" 103
"love it thank you" 52
"love it thanks for" 71
"love it when i" 76
"love it when you" 115
"love love love love" 83
"love of my life" 126
"love thanks for the" 54
"love the fact that" 98
"love the idea of" 115
"love the smell of" 113
"love the sound of" 54
"love the way you" 83
"love them so much" 57
"love this time of" 64
"love to go to" 55
"love to have a" 66
"love to have you" 296
"love to hear about" 70
"love to hear from" 133
"love to hear more" 71
"love to hear what" 89
"love to hear your" 151
"love to know what" 67
"love to meet you" 89
"love to see a" 104
"love to see it" 76
"love to see that" 54
"love to see the" 87
"love to see them" 66
"love to see what" 74
"love to see you" 291
"love to see your" 64
"love to talk to" 80
"love to work with" 67
"love u so much" 136
"love what i do" 74
"love what you do" 69
"love you and i" 86
"love you and your" 72
"love you follow me" 52
"love you i love" 129
"love you more than" 90
"love you so much" 746
"love you so so" 114
"love you thank you" 67
"love you thanks for" 80
"love you too i" 82
"love you with all" 85
"love you you are" 56
"loves you so much" 54
"lt span style background" 64
"luck to all the" 84
"lucky enough to be" 55
"lucky enough to have" 77
"lucky to have a" 53
"lucky to have you" 116
"m to p m" 189
"made a lot of" 70
"made it clear that" 54
"made it this far" 58
"made it through the" 70
"made it to the" 272
"made me feel like" 74
"made me laugh out" 51
"made me realize that" 58
"made me think of" 119
"made me want to" 136
"made the decision to" 63
"made the mistake of" 55
"made this account to" 57
"make a difference in" 117
"make a list of" 65
"make a lot of" 102
"make a trip to" 57
"make all the difference" 52
"make an effort to" 61
"make fun of me" 52
"make it a great" 128
"make it easier for" 79
"make it easier to" 54
"make it look like" 64
"make it out of" 51
"make it out to" 66
"make it through the" 89
"make it to the" 379
"make it up to" 82
"make me feel better" 133
"make me feel like" 108
"make me so happy" 59
"make me want to" 171
"make my dream come" 51
"make my night miobi" 57
"make sure it is" 53
"make sure that the" 66
"make sure that you" 97
"make sure they are" 55
"make sure to check" 144
"make sure to follow" 75
"make sure to get" 65
"make sure to stop" 68
"make sure you are" 105
"make sure you check" 118
"make sure you follow" 70
"make sure you get" 118
"make sure you have" 161
"make the best of" 126
"make the most of" 213
"make the world a" 63
"make the world go" 59
"make up for it" 127
"make up for the" 87
"make up your mind" 63
"make you feel better" 73
"make you want to" 68
"makes it hard to" 53
"makes me feel better" 100
"makes me feel good" 69
"makes me feel like" 241
"makes me feel so" 58
"makes me so happy" 111
"makes me think of" 166
"makes me want to" 655
"makes you want to" 68
"making me want to" 66
"man and a woman" 68
"man i wish i" 54
"man in the world" 55
"man thanks for the" 71
"many of my friends" 51
"many of them are" 55
"many of us have" 60
"many of you are" 78
"many of you have" 120
"many of you know" 54
"many thanks for the" 75
"martin luther king jr" 206
"matt hunter matt hunter" 130
"matter how many times" 105
"matter how much you" 55
"matter of time before" 91
"may be a bit" 51
"may be a little" 57
"may be able to" 184
"may be the best" 60
"may be the most" 52
"may be the only" 63
"may have been a" 85
"may not be a" 88
"may not be able" 98
"may not be the" 147
"may not have been" 100
"may or may not" 449
"may the fourth be" 135
"may the th be" 118
"maybe i need to" 65
"me a chance to" 58
"me a favor and" 55
"me a happy birthday" 89
"me a lot of" 109
"me a shout out" 85
"me a while to" 77
"me all the time" 131
"me and i am" 53
"me and i don't" 53
"me and i was" 59
"me and i will" 180
"me and my family" 55
"me and my friend" 73
"me and my friends" 71
"me and my mom" 53
"me as much as" 73
"me back to my" 56
"me back to the" 69
"me feel like a" 106
"me feel like i" 94
"me feel like i'm" 82
"me for more info" 66
"me get more followers" 52
"me i'm going to" 84
"me i am so" 51
"me i don't know" 91
"me i don't think" 52
"me i feel like" 58
"me i follow back" 109
"me i have a" 124
"me i have been" 57
"me i have to" 83
"me i love u" 59
"me i love you" 344
"me i need to" 133
"me i think i" 62
"me i want to" 122
"me i will be" 71
"me i will tell" 86
"me i wish i" 53
"me i would be" 53
"me i would do" 68
"me if i was" 79
"me if you are" 130
"me if you can" 55
"me if you don't" 58
"me if you have" 76
"me if you need" 68
"me if you want" 170
"me im a big" 68
"me in a good" 64
"me in the face" 86
"me it was a" 93
"me it would make" 56
"me it would mean" 102
"me know how it" 127
"me know if i" 126
"me know if you" 756
"me know if you're" 69
"me know what you" 352
"me know when you" 205
"me know when you're" 62
"me laugh out loud" 65
"me looking forward to" 74
"me me me me" 87
"me na na na" 136
"me on twitter don't" 59
"me on twitter i" 51
"me one of the" 51
"me out of my" 60
"me out of the" 101
"me please i love" 96
"me so i can" 262
"me so long to" 51
"me thank you for" 94
"me thanks for the" 261
"me that i have" 51
"me that i was" 64
"me the opportunity to" 54
"me the other day" 53
"me this is a" 53
"me to be a" 75
"me to for my" 59
"me to get a" 56
"me to get my" 51
"me to go to" 121
"me to make a" 53
"me to take a" 60
"me to tell you" 77
"me too rt i" 53
"me up if you" 72
"me want to go" 80
"me what do you" 66
"me what to do" 108
"me what you think" 108
"me when i say" 65
"me when i was" 136
"me when you get" 93
"me while i was" 55
"me wrong i love" 54
"me your email address" 81
"mean a lot to" 53
"mean so much to" 85
"mean the world to" 233
"mean you have to" 53
"means a lot to" 128
"means so much to" 62
"means the world to" 92
"meant to be a" 77
"meet you at the" 67
"meet you in person" 65
"meeting you at the" 61
"meeting you last night" 56
"men and women who" 89
"mention have a great" 54
"merry christmas and happy" 71
"merry christmas to all" 122
"merry christmas to you" 91
"met you and this" 123
"mi run with a" 156
"mi run with nike" 120
"middle of the night" 346
"middle of the road" 59
"might as well be" 106
"might as well get" 52
"might as well have" 58
"might be a bit" 60
"might be a good" 97
"might be a little" 84
"might be able to" 308
"might be interested in" 64
"might be the best" 89
"might be the only" 52
"might have been a" 60
"might just have to" 57
"might not be able" 66
"might not be the" 57
"mind if i do" 69
"minutes or until golden" 52
"minutes or until the" 105
"miobi taught me to" 57
"miss out on the" 56
"miss you so much" 204
"miss you too i" 79
"moment when you get" 60
"moment when you realize" 123
"month and a half" 59
"more days of school" 72
"more days until the" 53
"more details to come" 64
"more important than the" 54
"more likely to be" 94
"more of the same" 81
"more often than not" 126
"more on that later" 64
"more than a decade" 56
"more than a dozen" 55
"more than a few" 151
"more than a little" 87
"more than a year" 97
"more than any other" 98
"more than anything else" 69
"more than half of" 79
"more than happy to" 118
"more than i can" 65
"more than i do" 58
"more than just a" 133
"more to do with" 84
"morning how are you" 58
"morning i woke up" 66
"morning thanks for the" 87
"morning to you too" 60
"most important part of" 51
"most of all i" 71
"most of my life" 63
"most of the day" 172
"most of the people" 81
"most of the time" 673
"most of them are" 89
"most of us are" 57
"most of us have" 54
"most of you know" 56
"mother's day to all" 440
"mother's day to my" 73
"mothers day to all" 363
"mothers day to my" 100
"mothers day to the" 72
"move on to the" 93
"movie of all time" 68
"mp cost damage attacks" 62
"mp cost duration seconds" 102
"much a part of" 51
"much as i can" 77
"much as i did" 75
"much as i do" 191
"much as i hate" 56
"much as i love" 175
"much as i would" 54
"much as you can" 66
"much better than the" 105
"much for following me" 56
"much for stopping by" 97
"much for the follow" 201
"much for the kind" 54
"much for the mention" 75
"much for the rt" 190
"much for your support" 75
"much i love you" 162
"much i want to" 52
"much looking forward to" 78
"much more than a" 60
"much on my mind" 96
"much to ask for" 71
"much to be thankful" 53
"much to do and" 51
"must be able to" 72
"must have been a" 120
"my all time favorite" 207
"my best friend and" 107
"my best friend i" 61
"my best friend is" 61
"my birthday is in" 63
"my brother and i" 62
"my brother in law" 76
"my dad and i" 57
"my daughter and i" 77
"my dream come true" 78
"my dreams come true" 61
"my dreams ily guys" 53
"my family and friends" 124
"my family and i" 91
"my father in law" 66
"my favorite part of" 160
"my favorite time of" 56
"my first day of" 64
"my first thought was" 55
"my friend and i" 86
"my friends and family" 112
"my friends and i" 125
"my goal is to" 146
"my guess is that" 57
"my head all day" 65
"my heart goes out" 86
"my husband and i" 330
"my last day of" 79
"my last post i" 82
"my life and i" 96
"my life has been" 53
"my life i have" 53
"my life i love" 59
"my life is a" 53
"my life right now" 135
"my life that i" 54
"my life would be" 84
"my love for you" 52
"my mom and dad" 70
"my mom and i" 134
"my mom told me" 60
"my mother in law" 170
"my new followers i" 55
"my night miobi taught" 57
"my number so call" 98
"my one and only" 57
"my sister and her" 52
"my sister and i" 136
"my sister in law" 118
"my son and i" 52
"my th birthday and" 59
"my thoughts and prayers" 73
"my to do list" 205
"my way back to" 81
"my way home from" 73
"my way through the" 57
"my way to a" 52
"my way to the" 297
"my way to work" 129
"my wife and i" 172
"my world like nobody" 73
"my year old daughter" 65
"my year old son" 74
"n y na na" 52
"na a couple of" 53
"na according to the" 68
"na all in all" 53
"na as you can" 65
"na do you have" 101
"na first of all" 56
"na for those of" 66
"na have a great" 67
"na have you ever" 63
"na here are a" 61
"na here are some" 122
"na here are the" 74
"na here is a" 120
"na here is the" 97
"na how do you" 77
"na i'm going to" 72
"na i am a" 78
"na i am not" 121
"na i am so" 123
"na i can't wait" 54
"na i decided to" 67
"na i don't know" 172
"na i don't think" 56
"na i feel like" 60
"na i had a" 130
"na i have a" 205
"na i have been" 202
"na i have no" 56
"na i have to" 121
"na i hope you" 150
"na i know i" 117
"na i know that" 62
"na i love the" 84
"na i love you" 93
"na i need to" 68
"na i think i" 112
"na i think the" 53
"na i want to" 172
"na i wanted to" 74
"na i went to" 65
"na i will be" 95
"na i wish i" 96
"na i would like" 54
"na if you are" 188
"na if you have" 122
"na if you want" 81
"na in a large" 63
"na in addition to" 64
"na in other news" 54
"na it has been" 69
"na it is a" 90
"na it was a" 150
"na looking forward to" 66
"na na a few" 63
"na na and i" 100
"na na and the" 83
"na na and then" 58
"na na as a" 59
"na na as i" 74
"na na as you" 53
"na na at the" 72
"na na but i" 76
"na na but the" 64
"na na do you" 98
"na na for the" 96
"na na have a" 56
"na na here are" 98
"na na here is" 124
"na na i've been" 80
"na na i also" 74
"na na i am" 343
"na na i can" 53
